seat_type,rank,percentile,gender,college_branch,,,
EWS,98902,32.2127079,M,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Computer Science and Engineering",,,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Computer Science and Engineering "
GOPENH,109291,20.1763116,M,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Electrical Engg[Electronics and Power]",,,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Electrical Engg[Electronics and Power] "
LOPENH,113118,14.9912318,F,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Electrical Engg[Electronics and Power]",,,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Electrical Engg[Electronics and Power] "
GOPENH,109577,19.499854,M,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Electronics and Telecommunication Engg",,,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Electronics and Telecommunication Engg "
GNT2H,120481,4.0235666,M,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Electronics and Telecommunication Engg",,,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Electronics and Telecommunication Engg "
GOBCH,116312,10.5662165,M,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Electronics and Telecommunication Engg",,,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Electronics and Telecommunication Engg "
LOPENH,105329,25.0367211,F,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Electronics and Telecommunication Engg",,,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Electronics and Telecommunication Engg "
LSCH,109974,19.1072714,F,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Electronics and Telecommunication Engg",,,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Electronics and Telecommunication Engg "
LOBCH,113164,14.9316558,F,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Electronics and Telecommunication Engg",,,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Electronics and Telecommunication Engg "
GOPENO,106506,23.2238494,M,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Electronics and Telecommunication Engg",,,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Electronics and Telecommunication Engg "
GOPENO,111436,17.4354552,M,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Electronics and Telecommunication Engg",,,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Electronics and Telecommunication Engg "
GOBCO,118064,8.0762868,M,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Electronics and Telecommunication Engg",,,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Electronics and Telecommunication Engg "
LOPENO,101265,29.3331437,F,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Electronics and Telecommunication Engg",,,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Electronics and Telecommunication Engg "
GOPENH,114433,12.9353233,M,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Mechanical Engineering",,,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon Mechanical Engineering "
GOPENH,122619,0.0194344,M,"Sanmati Engineering College, Sawargaon Barde, Washim Civil Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Civil Engineering "
GOPENH,80762,49.0525702,M,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering "
GSCH,99539,31.7734581,M,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering "
GVJH,91824,39.4196471,M,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering "
GNT1H,88285,42.7946749,M,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering "
GNT3H,89749,41.4815869,M,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering "
GOBCH,96091,35.3945703,M,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering "
LOPENH,83967,46.1727561,F,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering "
LSCH,93344,38.17388,F,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering "
LOBCH,91812,39.4196471,F,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering "
GOPENO,101287,29.3331437,M,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering "
GOBCO,120850,3.3501235,M,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering "
LOPENO,50455,71.6451268,F,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering "
GSCO,101056,29.3528763,M,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering "
GOBCO,96150,35.3945703,M,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering "
LSCO,106618,23.2238494,F,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering "
LOBCO,96716,34.6668564,F,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering "
DEFOPENS,113033,14.9912318,M,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering "
TFWS,57896,66.5894149,M,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering "
EWS,115181,12.219415,M,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Computer Science and Engineering "
GOPENH,118709,6.9529361,M,"Sanmati Engineering College, Sawargaon Barde, Washim Artificial Intelligence AI and Data Science",,,"Sanmati Engineering College, Sawargaon Barde, Washim Artificial Intelligence AI and Data Science "
GOBCH,121225,2.7133624,M,"Sanmati Engineering College, Sawargaon Barde, Washim Artificial Intelligence AI and Data Science",,,"Sanmati Engineering College, Sawargaon Barde, Washim Artificial Intelligence AI and Data Science "
LOPENH,116919,9.9445363,F,"Sanmati Engineering College, Sawargaon Barde, Washim Artificial Intelligence AI and Data Science",,,"Sanmati Engineering College, Sawargaon Barde, Washim Artificial Intelligence AI and Data Science "
GOPENO,102066,28.6995083,M,"Sanmati Engineering College, Sawargaon Barde, Washim Artificial Intelligence AI and Data Science",,,"Sanmati Engineering College, Sawargaon Barde, Washim Artificial Intelligence AI and Data Science "
GOPENO,116597,10.4564832,M,"Sanmati Engineering College, Sawargaon Barde, Washim Artificial Intelligence AI and Data Science",,,"Sanmati Engineering College, Sawargaon Barde, Washim Artificial Intelligence AI and Data Science "
LOPENO,117174,"
9.249975",F,"Sanmati Engineering College, Sawargaon Barde, Washim Artificial Intelligence AI and Data Science",,,"Sanmati Engineering College, Sawargaon Barde, Washim Artificial Intelligence AI and Data Science "
TFWS,110361,18.840167,M,"Sanmati Engineering College, Sawargaon Barde, Washim Artificial Intelligence AI and Data Science",,,"Sanmati Engineering College, Sawargaon Barde, Washim Artificial Intelligence AI and Data Science "
EWS,95811,35.6598862,M,"Sanmati Engineering College, Sawargaon Barde, Washim Artificial Intelligence AI and Data Science",,,"Sanmati Engineering College, Sawargaon Barde, Washim Artificial Intelligence AI and Data Science "
GOPENH,122532,0.2270254,M,"Sanmati Engineering College, Sawargaon Barde, Washim Electrical Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Electrical Engineering "
LOPENH,113727,14.2356611,F,"Sanmati Engineering College, Sawargaon Barde, Washim Electrical Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Electrical Engineering "
GOPENO,103327,26.9007793,M,"Sanmati Engineering College, Sawargaon Barde, Washim Electrical Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Electrical Engineering "
EWS,104187,25.8381109,M,"Sanmati Engineering College, Sawargaon Barde, Washim Electrical Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Electrical Engineering "
GOPENH,115062,12.4299468,M,"Sanmati Engineering College, Sawargaon Barde, Washim Mechanical Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Mechanical Engineering "
EWS,80669,49.0525702,M,"Sanmati Engineering College, Sawargaon Barde, Washim Mechanical Engineering",,,"Sanmati Engineering College, Sawargaon Barde, Washim Mechanical Engineering "
GOPENH,111115,17.5316365,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Civil Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Civil Engineering "
GSCH,118781,6.9529361,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Civil Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Civil Engineering "
GOBCH,115571,11.4426915,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Civil Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Civil Engineering "
LOPENH,115418,12.099832,F,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Civil Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Civil Engineering "
LOBCH,119994,4.743083,F,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Civil Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Civil Engineering "
GOPENO,107591,22.1694264,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Civil Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Civil Engineering "
GOBCO,119085,6.4853556,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Civil Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Civil Engineering "
LOPENO,110974,17.8380677,F,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Civil Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Civil Engineering "
LOBCO,120041,4.6459757,F,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Civil Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Civil Engineering "
TFWS,72215,56.5826603,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Civil Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Civil Engineering "
GOPENH,67814,59.6829046,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering "
GSCH,89559,41.9139826,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering "
GSTH,93814,36.7166438,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering "
GVJH,105680,23.9925869,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering "
GNT1H,69536,57.9292585,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering "
GNT2H,99665,31.7734581,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering "
GNT3H,80854,49.0525702,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering "
GOBCH,79329,50.816249,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering "
LOPENH,62756,63.5478045,F,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering "
LSCH,92432,39.1582539,F,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering "
LSTH,119975,4.743083,F,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering "
LOBCH,68413,59.4192464,F,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering "
GOPENO,78177,51.2600953,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering "
GSCO,97956,32.5908894,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering "
GSTO,122334,0.636761,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering "
GOBCO,88996,42.0206383,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering "
LOPENO,57041,67.2875491,F,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering "
LSCO,120363,4.2387378,F,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering "
LOBCO,90590,39.8713522,F,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering "
GNT3O,94319,36.1594098,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering "
TFWS,44827,75.182198,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering "
EWS,114474,12.9353233,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Computer Science and Engineering "
GOPENH,101249,29.3331437,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering "
GSCH,118569,7.0709457,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering "
GVJH,119276,5.9035687,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering "
GOBCH,106491,23.2238494,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering "
LOPENH,93498,37.5478565,F,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering "
LSCH,107683,22.1694264,F,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering "
LOBCH,96225,35.1475881,F,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering "
GOPENO,104476,25.7906003,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering "
GSCO,113143,14.9316558,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering "
GVJO,113720,14.2356611,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering "
GOBCO,116877,9.9445363,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering "
LOPENO,83155,47.769552,F,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering "
LSCO,116665,10.1982314,F,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering "
LOBCO,116103,10.6465496,F,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering "
TFWS,73942,54.912555,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering "
EWS,120789,3.3597312,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Electrical Engineering "
GOPENH,104667,25.7906003,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering "
GSCH,121154,2.757158,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering "
GNT1H,108573,20.8205322,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering "
GNT3H,118892,6.7586339,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering "
GOBCH,109591,19.499854,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering "
LOPENH,111080,17.5316365,F,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering "
LOBCH,117568,8.6023034,F,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering "
GSCH,119192,5.9143931,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering "
GNT2H,105785,23.9925869,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering "
GOPENO,102312,28.4814025,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering "
GSCO,122187,0.9771518,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering "
GOBCO,118052,8.0762868,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering "
LOPENO,97202,33.5099087,F,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering "
LOBCO,117529,8.7583305,F,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering "
TFWS,84558,45.9187639,M,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering",,,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana Mechanical Engineering "
GOPENH,104100,26.2202423,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Civil Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Civil Engineering "
GSCH,112954,15.1013848,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Civil Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Civil Engineering "
GOBCH,113816,14.2210761,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Civil Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Civil Engineering "
LOPENH,96433,35.1475881,F,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Civil Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Civil Engineering "
LOBCH,115468,12.099832,F,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Civil Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Civil Engineering "
GOPENO,104668,25.7906003,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Civil Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Civil Engineering "
GOBCO,110327,18.840167,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Civil Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Civil Engineering "
LOPENO,101705,28.9481366,F,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Civil Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Civil Engineering "
LSCO,119787,5.2699106,F,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Civil Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Civil Engineering "
LOBCO,96749,34.6668564,F,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Civil Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Civil Engineering "
EWS,89478,41.9139826,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Civil Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Civil Engineering "
GOPENH,41383,77.0895594,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering "
GSCH,63132,63.088298,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering "
GSTH,102306,28.4814025,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering "
GVJH,43129,76.2706983,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering "
GNT1H,54158,69.3404295,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering "
GNT2H,53710,69.5290454,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering "
